gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	sig
CPVL	1.71323596183416	8.66141650587684	4.25687065253064	8.90621240092963e-05	0.00254508556052561	1.26477461937775	TRUE
EIF4E2	1.26921547719932	6.54675011397605	4.24782247460032	9.17545266291307e-05	0.0026056374010035	1.236915089586	TRUE
GUCY1A1	1.25582310833504	7.95238186824261	4.24687238071571	9.20417873621745e-05	0.00260836092210769	1.23399130117296	TRUE
CARMIL1	1.42159750734845	6.82695166023488	4.24320158142431	9.31598888710943e-05	0.00262911479337865	1.22269771282562	TRUE
ZEB1	-1.34078292465822	6.75596243372645	-4.2412627290466	9.37557672893778e-05	0.00263502033798249	1.21673444067401	TRUE
PEA15	-1.23364062093728	7.11260730728504	-4.23517292360048	9.56515710576531e-05	0.00266631199404268	1.19801233325128	TRUE
APBB2	-1.30201427313511	4.62988384886126	-4.22758650644071	9.80654443838794e-05	0.00272246450589951	1.17470644198942	TRUE
FOXC1	-1.53815049090519	9.72721902839495	-4.22079763336928	0.000100275658846157	0.00276132829440802	1.15386698614269	TRUE
PMEPA1	-1.15588380251021	5.85159716104834	-4.21128663807559	0.000103453669087419	0.00281472447770582	1.12469763361182	TRUE
CCDC91	-1.12508263731432	8.21138613853247	-4.21060587280862	0.000103684855020261	0.00281539493781111	1.12261095879377	TRUE
PCDH12	-1.11554259862684	5.76153815560439	-4.20352200564406	0.000106120488846259	0.00286441264052151	1.10090686477695	TRUE
JAM3	-1.56144224167742	7.22050229145105	-4.19756549049812	0.000108211433246427	0.00290932948043796	1.08267000949361	TRUE
RNASE6	1.14789801337315	3.84843339479442	4.1860946716363	0.000112351370108138	0.00299474617949888	1.04758424935149	TRUE
SGK1	-1.11521790352383	12.5556923832673	-4.18143869743334	0.000114075277361683	0.00301504628999353	1.03335587346335	TRUE
FERMT1	1.33132621039056	6.0336809661475	4.17825829988762	0.000115267573228763	0.00303322836038854	1.02364104687021	TRUE
USP46	-1.71499098233169	6.66547043551519	-4.17139710412841	0.000117881097912898	0.00307234655000136	1.00269472439053	TRUE
EHD3	-2.47765521759564	6.13646850435832	-4.16046405703804	0.00012216489771283	0.00316583597095739	0.969351170276455	TRUE
GALNT12	1.39722433061898	6.5282038599376	4.15912150954664	0.000122701236637482	0.00317370124593077	0.965259530731616	TRUE
ALDH1A1	1.29352418707026	8.92423017859866	4.14620547985253	0.000127979193077868	0.00327295381021468	0.925927804450046	TRUE
PTPRB	-1.31182151146425	3.77389243163106	-4.1397807135426	0.000130685952912368	0.00332178385195411	0.906384892502323	TRUE
DRAM1	1.23002411069152	8.25296448521601	4.13034586706789	0.000134761742020648	0.0033829416307246	0.877712158770258	TRUE
CYP26B1	-1.68570043284955	3.79769276860353	-4.12976642856765	0.000135016033084215	0.00338309475546127	0.875952252274161	TRUE
APOD	-1.81986534805543	4.6014801784674	-4.12462857118514	0.000137291267826494	0.00341499502142872	0.860352418766957	TRUE
C1QB	1.70172153998824	4.02711102602671	4.12233368495554	0.00013831949836697	0.00343430433923528	0.853387579294179	TRUE
ITGA3	-1.59459439150843	5.56233875481949	-4.11372059036869	0.000142245626405838	0.00352536387915995	0.827264017252901	TRUE
IQGAP2	-1.01093664901471	11.1363304743881	-4.10690692541749	0.000145427836378602	0.00359768936057482	0.806616824622479	TRUE
CDH10	-1.51246077460675	3.8025344101032	-4.09603275856501	0.000150649846691925	0.00367697765072529	0.773699601546381	TRUE
MYO1B	-1.42604244190794	6.66726717699395	-4.09372332825026	0.000151782047550455	0.00369453766100044	0.766714175328072	TRUE
FAM153B	-1.22471151088068	5.31060022332419	-4.07735566525553	0.000160045902307258	0.00385439168613116	0.717261324163838	TRUE
ANXA3	1.27584432399464	6.71176902858021	4.07637727628242	0.000160553446373226	0.00385979546298668	0.714308311790465	TRUE
BMP2	-1.74235352239166	7.33199312745172	-4.07578103009026	0.000160863516085044	0.00386044117562541	0.712508868142844	TRUE
PRKAR2B	-2.41868020863814	6.97687873089124	-4.00978629072152	0.000199014081110057	0.00458236645204593	0.514145894624541	TRUE
KDR	-1.66825068533809	5.91785887226753	-4.00652151414508	0.000201112742486929	0.00462287992047104	0.504374799322349	TRUE
TRIL	1.23787262659195	4.80426473868534	3.98367681271722	0.000216408105963096	0.0048925667800676	0.436115715156057	TRUE
GJA1	-1.85684158742541	9.87072334335773	-3.97067465758204	0.000225609333585864	0.00508310880348581	0.397354217515729	TRUE
C1orf21	-1.41546129425278	3.57331624224644	-3.96185140488192	0.000232067341104745	0.00517726665564447	0.371087506405178	TRUE
DOK5	1.35491944375418	6.30086190291267	3.96072674321521	0.000232903235642673	0.00517896248783895	0.367741549773324	TRUE
OLFML3	1.15789185501364	5.9414492997488	3.95825150611772	0.000234753188637374	0.00519141156170557	0.360379238699951	TRUE
BLNK	1.1513580933504	7.23161108731052	3.95330909925678	0.000238489616483674	0.0052433096165951	0.345685671120712	TRUE
SEL1L3	1.21953746461806	7.62572180621165	3.93166949768768	0.000255536099273371	0.00557314011071251	0.281463338975524	TRUE
SBSPON	-1.37016499103994	4.08415155906982	-3.93019582155195	0.000256738800300869	0.00559042585766956	0.277096361488541	TRUE
RNF220	-1.11921295643047	8.6562257780255	-3.90633899969153	0.000276985820161474	0.0059646030246778	0.20651927083019	TRUE
ARL4C	1.2363809190624	4.31438451820884	3.90562551424016	0.000277614466410036	0.00596871102781578	0.204411971569307	TRUE
MCM6	-1.6780496179478	8.33822541768434	-3.90467001880888	0.00027845850154658	0.00597742966075816	0.201590204034734	TRUE
CPA3	1.80287332651433	3.21622392224165	3.90362261433386	0.000279386567940611	0.00598630541914075	0.198497425403793	TRUE
COL4A4	-1.22215294743707	6.67564122678081	-3.8839580904749	0.000297374481217075	0.00627478568648599	0.140512733170691	TRUE
MYL9	-2.10850238422021	6.71052600806071	-3.87873003747215	0.000302341581057568	0.00634917823317675	0.125122711620879	TRUE
MMP7	1.89845699751093	7.62019236482137	3.87652611937794	0.000304459369166257	0.00636791275515904	0.11863822868203	TRUE
CPNE6	-1.22938622133491	4.7237216087516	-3.87638968452937	0.000304590940970119	0.00636791275515904	0.118236866882433	TRUE
CLIP3	-1.44794677701059	3.40213246324918	-3.85946781652663	0.000321341552351801	0.00665684908830912	0.068514373716301	TRUE
LUM	1.55922297732381	9.41986125346579	3.85693721231608	0.000323921612580356	0.00669232488862134	0.061088473337823	TRUE
MAFB	-2.06056690005466	10.4966843699545	-3.84946126419897	0.000331660747118308	0.00675297729020645	0.0391659077145548	TRUE
WFDC2	1.82119239381864	9.00052802051813	3.83164328248983	0.000350830657171788	0.00707421995252757	-0.0129921628480441	TRUE
SLC31A2	-1.08414591564724	8.17444012836089	-3.82956628381373	0.000353133463207089	0.00708919327978768	-0.0190636663306147	TRUE
ABLIM1	1.08894906454413	7.69592974747515	3.82714250889548	0.000355839145216913	0.00713300498301727	-0.0261466347654471	TRUE
GPRC5A	-2.08842690602744	6.90681915858964	-3.82370050434686	0.00035971580007186	0.00720012638880987	-0.0362010220120901	TRUE
RAMP3	-2.08638941937063	5.63320373084673	-3.81268234274763	0.000372400534945787	0.00735679955340004	-0.0683532382709631	TRUE
MYO1D	-1.15496616511805	4.00800248301367	-3.78927601228928	0.000400790858189736	0.00780454312569184	-0.136488794125348	TRUE
CD53	1.33956664791936	6.60955648541057	3.77880501765668	0.000414154940520518	0.00800758297054635	-0.16689582660482	TRUE
RAMP1	-1.19491882194988	5.11248420048921	-3.76132354653735	0.000437426264127968	0.00833924112773192	-0.217558157497709	TRUE
TRIB2	-1.45952379294389	5.32364858670107	-3.75643442371922	0.000444156305101018	0.00842043754496799	-0.231704033714734	TRUE
KIRREL1	-1.62809409587343	4.5839105673296	-3.73887532849275	0.000469156655392	0.00880966917532906	-0.282424674151645	TRUE
BTG3	-1.08494815477833	6.84974689393979	-3.68706474422019	0.000551045472193361	0.010001732132447	-0.43131089206959	TRUE
COL1A2	1.52341399130232	7.18182064010606	3.68232650111034	0.000559183592621252	0.0101224854595223	-0.444868791801428	TRUE
PAMR1	-1.81347051658709	5.17666854766545	-3.68184223513849	0.000560021798526305	0.0101242137078409	-0.446253905017633	TRUE
FZD2	-2.29664824848681	5.61115871064319	-3.67981173985717	0.000563549471903779	0.0101744938430734	-0.452060473058602	TRUE
CXADR	-1.23823361931496	9.71124588810235	-3.66340892958171	0.000592838313669879	0.0105501540009265	-0.498900744415329	TRUE
CD200	-1.06987770711207	4.58871040496937	-3.66339132778934	0.000592870513147213	0.0105501540009265	-0.498950944758548	TRUE
MARCKS	1.15146382840952	5.02995278091734	3.66282921187443	0.000593899690006759	0.0105546892757264	-0.500554028267022	TRUE
CFD	1.16936701282657	5.82126980169811	3.65152443108436	0.000614964600190748	0.0107883944211069	-0.532764106003134	TRUE
WFS1	-1.45790665811055	6.9275846557584	-3.64533313831732	0.000626802604356379	0.010953777307669	-0.550380540439806	TRUE
IGKV1D-39	1.68118877610279	3.4879388061424	3.63884227786636	0.000639447580143624	0.0111069479926669	-0.568830995680008	TRUE
IGKV1-39	1.68118877610279	3.4879388061424	3.63884227786636	0.000639447580143624	0.0111069479926669	-0.568830995680008	TRUE
ECM1	-1.28763736745262	3.32662243911189	-3.63732006735676	0.000642448190092643	0.0111069479926669	-0.573155196624935	TRUE
C1QA	1.40420722597574	3.50002711577122	3.63394175571528	0.000649155811402233	0.0112008137534479	-0.582748388471353	TRUE
KANK3	-1.38593642737989	6.08168921138923	-3.63204189520753	0.000652957373232654	0.0112490446380693	-0.588141063165969	TRUE
IGFBP2	-2.08016816358429	4.93989584845334	-3.61579295492426	0.000686353000377747	0.0116945971851863	-0.634196714083494	TRUE
CDK7	1.04404181945294	7.63454146520158	3.61343019741558	0.000691343099038577	0.0117356136774531	-0.640883749047823	TRUE
CRHBP	-1.62112080764496	3.70815692554726	-3.60607225549397	0.000707106230304599	0.0119040155464479	-0.661691879664317	TRUE
VAMP5	-1.40467872734018	6.17059082590659	-3.60185918620353	0.000716286174849662	0.0120094672194044	-0.673595309725822	TRUE
TSPAN1	1.52902050063076	7.85320877529949	3.59402185655987	0.000733667148776032	0.0121958742743489	-0.695717093725529	TRUE
SEMA5A	-1.58344534217705	8.32444698624659	-3.58920087559809	0.000744558257991692	0.0123168369110252	-0.709310965199387	TRUE
TNMD	1.65461179447853	3.46965188631294	3.58525728616698	0.000753581999048672	0.0123845783873002	-0.720422928454738	TRUE
PNMA2	-1.08647162123578	4.84823049251022	-3.57913647872013	0.00076779499609055	0.0125189157795578	-0.737655590221434	TRUE
DCN	-1.50648214829874	9.86566920610676	-3.57401830359752	0.000779876122107204	0.0127007065955117	-0.752052212935015	TRUE
KRT7	1.07525665681458	5.71368721408396	3.54043192121297	0.000863778047143552	0.0137870709140676	-0.846225065585224	TRUE
NDN	-1.31483699891281	8.66128374579775	-3.53206173880062	0.000885991392878597	0.0140593116138861	-0.869612520168628	TRUE
PARVA	-1.02298270756177	7.69506561531539	-3.52750984780978	0.000898299254995223	0.0141885482558979	-0.882317361586253	TRUE
EMCN	-1.96630033611825	4.04187862188303	-3.5269029353211	0.000899952558691374	0.0141982098698173	-0.884010588144707	TRUE
PLAT	-2.20954201288843	7.37780352245569	-3.50894499187764	0.000950206701675107	0.0147727484756654	-0.934033006840432	TRUE
RGS2	-1.14609222735466	9.82422087548207	-3.50495302741774	0.000961735934630285	0.0148801617763285	-0.945132054257531	TRUE
MRPL34	1.17762774997998	7.23896262484775	3.50326607249081	0.000966648026067858	0.0149222867987893	-0.949820104415926	TRUE
TMOD1	-1.71222611722453	5.12246155320501	-3.4975082515994	0.000983594446422937	0.0150814127100012	-0.965810921870164	TRUE
CPEB1	-1.21729540552236	3.88627321555943	-3.4778826732799	0.00104350896094621	0.0158045229407309	-1.02019704624615	TRUE
AGR2	1.57947061549741	3.62039912731083	3.46408126889133	0.00108770786944119	0.0162571775968781	-1.05833276279392	TRUE
RAPGEF4	-1.17978475497925	5.36847984997305	-3.45786830048012	0.00110818147691323	0.0165088761877642	-1.07547033000916	TRUE
PTN	1.15751781209902	6.6616067201244	3.42353698984465	0.00122809003670075	0.0177955257914154	-1.16983030215299	TRUE
IGF1	-1.08265611379382	3.8941657821899	-3.41456800724147	0.00126139165651999	0.0181563143294868	-1.19438670673417	TRUE
EXPH5	-1.13220356868027	4.43605145621598	-3.41013201551943	0.00127817788593916	0.0183205496984612	-1.20651748766229	TRUE
PTPN3	1.14541621502796	7.20129054847595	3.40310826856005	0.0013051912574542	0.0185286827953555	-1.22570494976516	TRUE
POSTN	-1.23155334510115	5.15374513651798	-3.40087023636014	0.00131391207881533	0.0185980639110403	-1.23181367812121	TRUE
APOC1	1.03322816549363	4.32968179156605	3.39451149035637	0.0013389928993782	0.0188411087559073	-1.24915638619581	TRUE
REEP1	1.1443624034636	6.05011005832086	3.38518957006806	0.00137658457487871	0.0191471676940527	-1.27454448546988	TRUE
JCAD	-1.01312783345307	4.81453110515022	-3.37381744923398	0.00142380111140063	0.0196634579022309	-1.30545760292286	TRUE
FGA	-1.01866998936226	3.45892060277119	-3.35715025066739	0.00149578749651032	0.02030784797304	-1.35064735763561	TRUE
TYROBP	1.1410331506949	6.65579329349595	3.35244256718862	0.00151673720581205	0.0204781945554494	-1.36338596710117	TRUE
EFNB2	-1.27496212392152	6.54437164099745	-3.35197105247461	0.00151885075897288	0.0204781945554494	-1.36466123118281	TRUE
VTCN1	1.47701319752996	5.42728500051676	3.33315554130289	0.00160550654971267	0.0212118125617609	-1.4154579717419	TRUE
ZFPM2	-1.12817063585901	3.92063055412505	-3.3329562225119	0.00160644911995243	0.0212118125617609	-1.41599511566091	TRUE
COL6A3	1.63175737409505	5.67423672249771	3.31689113079556	0.00168416832516622	0.0218845552338805	-1.45922224728703	TRUE
IGSF6	1.06006114210584	3.84381773428332	3.28781218289679	0.00183398044401497	0.0230281837815384	-1.53712945555388	TRUE
HPGD	-1.39633973096322	8.36058964446242	-3.28150921105279	0.00186807465872002	0.023361216213773	-1.5539585034229	TRUE
C7	1.14150489506	10.2413500325657	3.27893406567631	0.00188217594171853	0.0235159855743037	-1.5608282495642	TRUE
IGFBP1	-1.01860408587162	3.80616595083232	-3.26948297576907	0.00193479658325681	0.024074171107264	-1.58601144190452	TRUE
WWC3	-1.15594505024614	6.88377476189494	-3.26392737845062	0.00196637412290746	0.0242786645555721	-1.60079302244805	TRUE
CXCL12	1.07193237188538	8.06754621977368	3.26072601906303	0.00198479090376502	0.024417585567889	-1.60930343217333	TRUE
TSPAN5	-1.167107502154	6.6294107058772	-3.2480133193987	0.00205954533330454	0.0249887233006509	-1.64304546693662	TRUE
NDUFS3	1.00476118484865	9.03247258683775	3.23706495929492	0.00212604820104757	0.0256008507318723	-1.67203639777937	TRUE
TRBV19	1.12878219009135	3.69573893752553	3.23318203032881	0.00215011714174503	0.0257995129921889	-1.68230306286368	TRUE
TRBC1	1.12878219009135	3.69573893752553	3.23318203032881	0.00215011714174503	0.0257995129921889	-1.68230306286368	TRUE
SOX4	1.08974373586465	6.17108570458561	3.22547443915218	0.00219865770109264	0.0261705453637796	-1.70265866121742	TRUE
GADD45B	-1.22069286828172	7.92846362663478	-3.2052906628234	0.00233071474801828	0.0272435616295309	-1.75581383820919	TRUE
PRR15L	1.15906661807807	7.1442293768025	3.20503693964785	0.00233242142334844	0.0272435616295309	-1.75648064859395	TRUE
IRAG2	1.21688422484171	6.03385962849833	3.19527606891773	0.00239897971533477	0.0278539118396323	-1.78210700770945	TRUE
NIT2	1.26765274094671	10.871606196935	3.19408558360659	0.0024072188773984	0.0279257876747384	-1.78522902841333	TRUE
GZMA	1.3343837879066	3.98889193415325	3.1927547385984	0.00241646100740887	0.0279853695768821	-1.78871823699186	TRUE
NDUFA10	1.24401920517862	8.60089157548913	3.18484920835395	0.00247205421080425	0.0283880125926476	-1.80942529123231	TRUE
ZNF423	-1.16897136893179	7.05828997720522	-3.16943537181645	0.00258392855524726	0.0293024377176168	-1.84970186311635	TRUE
CYP1B1	-1.04532297469426	8.33121753708098	-3.16154771174765	0.00264300443026697	0.0297652771090972	-1.87026259036884	TRUE
CHL1	1.19338697270104	7.75970291322925	3.15543564374778	0.00268965319583487	0.030175031039033	-1.88617159980708	TRUE
CISH	-1.17686650002348	6.65782726854496	-3.13230819950382	0.00287326968279265	0.0317017293955608	-1.94618474741789	TRUE
MPV17	1.09589846284911	6.94240151777432	3.12594196117506	0.00292584406328596	0.0320956037090739	-1.96265285048497	TRUE
CD2	1.03934799942149	3.14707125976474	3.12115756127882	0.002965948511393	0.0324083339482464	-1.97501435639872	TRUE
SYNE3	-1.12232621677917	7.78695578912768	-3.1184153702308	0.00298916666660506	0.0325702084991954	-1.98209368127494	TRUE
LIMS2	-1.06198778954697	4.58129920953702	-3.09953664135287	0.00315370531975113	0.0338470350164885	-2.03071841357618	TRUE
THBS2	1.59525805065197	6.45072551929299	3.08060404943566	0.00332722002241891	0.0349824038589749	-2.07928238406107	TRUE
HABP2	1.42089051347224	6.02195088354527	3.08045697876721	0.00332860228927375	0.0349824038589749	-2.07965884921007	TRUE
MS4A4A	1.15310223395948	3.65735932831461	3.07514859371202	0.00337885588815683	0.0354013717228791	-2.09323889139382	TRUE
MTHFD2	-1.47029708856963	7.67791540363061	-3.06640392794176	0.00346319365226561	0.0361184335685023	-2.11557514065114	TRUE
EVI2A	1.16922533143751	6.3871301220462	3.06328276432371	0.00349377034904353	0.0362984631309546	-2.12353699865525	TRUE
CSRP1	-1.11076801527381	9.94077839385236	-3.05860737130381	0.00354004663658276	0.036418396757177	-2.13545328388566	TRUE
APOL1	-1.08728823066811	6.29435937873681	-3.05010345483875	0.00362569199226161	0.0371750977230857	-2.15709569443215	TRUE
TRAM2	-1.26843019895882	5.0838766978863	-3.03884993731644	0.00374201340215509	0.0380604594722922	-2.18567269918019	TRUE
SPARC	-1.1033973111484	10.5106736402969	-3.00529411693205	0.00410992317821444	0.0405128812205349	-2.27045417087646	TRUE
NELFCD	1.20913830760525	6.98621665951653	3.00447181815748	0.00411934952473489	0.0405128812205349	-2.27252365228912	TRUE
ACAD8	1.0842645903584	5.24254940616395	3.00360235253858	0.00412933852816058	0.0405818410074671	-2.27471141418849	TRUE
NME1	1.04294479598005	7.90526399174942	3.00264861345671	0.00414032174077194	0.0406604651645982	-2.27711072428827	TRUE
MUC1	1.2888497780396	7.32292980356996	2.99601604848853	0.00421745998711627	0.0411511790153055	-2.29378165135655	TRUE
TMEM176B	1.26827264635014	10.3315078493701	2.99487736363125	0.00423083737093444	0.0411932458594339	-2.29664117204135	TRUE
EVI2B	1.14768320723814	4.59558344600883	2.96290036438125	0.00462308036421988	0.0439144309719033	-2.37663562708177	TRUE
XYLT1	-1.05543066407174	5.36213753229072	-2.95346397337062	0.00474515506294884	0.0446693429993478	-2.40012779294985	TRUE
AIFM1	1.4128160635171	9.44665109959169	2.9506658466318	0.00478192659601791	0.0448607390790518	-2.40708375811754	TRUE
STOML2	1.02982296853383	7.80218229181157	2.95020261075378	0.00478803975411266	0.0448650631933491	-2.40823488880508	TRUE
TMSB15A	-1.37042449414385	7.04617451270633	-2.94976934014362	0.0047937640597178	0.0448789820728113	-2.40931144220969	TRUE
BGN	-1.31821068848165	7.77455455138026	-2.93720971026569	0.00496249700064719	0.0459224688498451	-2.44047044350323	TRUE
NQO1	-1.24841414205018	7.94611467969382	-2.93432557187141	0.00500201699595375	0.0461941014036894	-2.44761251131951	TRUE
ITGA8	-1.1133330342771	4.064401527907	-2.93138608250228	0.00504259672853921	0.0464743989227302	-2.45488658193831	TRUE
FCN3	-1.39078376263831	5.72669066460002	-2.92048422551664	0.00519578751828272	0.0472788916299811	-2.48181962707501	TRUE
PSD3	-1.08972605590132	4.05803309711072	-2.91535367707226	0.00526936912233482	0.047677066288342	-2.49447021474973	TRUE
